,Household_ID,Daily_Water_Usage_Liters,Number_of_Family_Members,Type_of_Residence,Water_Source,Monthly_Water_Bill,Smart_Meter_Reading,Leakage_Detection,Region,Income_Bracket,Number_of_Bathrooms,Average_Shower_Time_Minutes,Rainwater_Harvesting
97324,HH097325,157.34,1.0,house,borewell,24.8,152.75,No,Suburban,Medium,1,3.5,No
97331,HH097332,198.02,4.0,apartment,rainwater harvesting,27.99,192.0,No,Urban,Medium,1,10.05,No
97348,HH097349,176.48,2.0,apartment,well,27.42,180.81,No,Urban,Medium,1.0,10.38,Yes
97361,HH097362,143.72,2.0,apartment,municipal,19.75,145.39,No,Urban,Medium,1.0,6.8,No
97382,HH097383,143.23,4.0,apartment,borewell,19.94,141.08,No,Urban,Medium,4.0,11.84,No
97397,HH097398,143.87,3,apartment,municipal,23.23,143.04,No,Urban,High,1.0,9.23,No
97402,HH097403,212.76,3,apartment,municipal,31.94,214.1,No,Suburban,High,1.0,9.43,No
97411,HH097412,274.46,3,house,municipal,44.15,276.85,No,Suburban,Medium,2.0,7.97,No
97427,HH097428,178.34,6.0,apartment,municipal,27.96,178.44,No,Suburban,Low,1.0,8.29,No
97428,HH097429,209.46,3,apartment,municipal,31.94,202.0,No,Suburban,High,1.0,3.38,Yes
97445,HH097446,225.14,4.0,apartment,municipal,30.52,210.89,Yes,Rural,Medium,1,5.67,No
97448,HH097449,224.16,8.0,house,municipal,35.7,227.62,No,Urban,Medium,1,4.96,No
97453,HH097454,187.07,3.0,apartment,municipal,29.97,183.35,No,Rural,Medium,1,5.52,No
97459,HH097460,298.65,3.0,house,municipal,43.98,303.3,No,Suburban,Medium,1.0,9.73,No
97465,HH097466,157.24,3,apartment,municipal,23.92,152.58,No,Urban,Low,1.0,9.05,No
97471,HH097472,255.69,6.0,apartment,borewell,41.07,249.26,No,Suburban,Medium,1.0,10.29,Yes
97474,HH097475,213.62,3,apartment,municipal,32.36,221.42,No,Urban,Medium,1,12.48,No
97481,HH097482,149.97,3.0,house,municipal,23.44,160.39,No,Urban,High,1,11.97,No
97489,HH097490,151.55,3.0,apartment,municipal,23.26,158.61,No,Rural,High,1.0,3.11,No
97495,HH097496,179.45,4.0,house,municipal,25.13,176.2,No,Suburban,Medium,1.0,7.58,No
97497,HH097498,230.35,2.0,apartment,municipal,31.39,231.35,No,Urban,Medium,3.0,6.63,No
97524,HH097525,165.41,3.0,apartment,municipal,24.82,159.81,No,Urban,Low,1,8.62,No
97535,HH097536,206.42,2.0,house,well,31.5,207.12,No,Urban,Medium,2.0,10.59,No
97543,HH097544,209.54,5.0,apartment,municipal,33.19,206.54,No,Rural,High,1,6.39,No
97546,HH097547,161.45,4.0,house,rainwater harvesting,25.82,162.41,Yes,Urban,Low,1,8.44,No
97565,HH097566,168.95,3,apartment,municipal,22.93,173.89,No,Urban,Low,1,6.43,Yes
97567,HH097568,136.89,6.0,apartment,municipal,21.59,150.69,No,Urban,Low,2.0,10.03,No
97568,HH097569,302.72,3,apartment,municipal,46.55,293.04,Yes,Urban,Medium,1.0,7.15,No
97571,HH097572,103.61,5.0,apartment,borewell,16.03,100.06,No,Urban,Medium,1,11.62,No
97584,HH097585,330.94,3,apartment,municipal,45.2,333.52,No,Rural,Medium,2.0,12.3,No
97588,HH097589,245.7,4.0,house,rainwater harvesting,39.4,248.86,No,Suburban,Medium,2.0,14.54,No
97589,HH097590,301.14,4.0,apartment,municipal,42.92,300.17,No,Urban,Low,3.0,12.45,No
97599,HH097600,266.31,3,apartment,municipal,41.22,268.05,No,Urban,Medium,1,7.58,No
97617,HH097618,198.7,3,apartment,municipal,27.79,199.79,No,Urban,Medium,3.0,13.69,No
97621,HH097622,132.97,6.0,house,municipal,21.47,124.99,Yes,Rural,Medium,1,9.86,No
97625,HH097626,191.04,4.0,apartment,municipal,29.06,186.46,No,Suburban,Low,2.0,7.77,No
97627,HH097628,249.55,4.0,apartment,municipal,40.34,238.73,No,Urban,High,1,3.0,No
97632,HH097633,179.34,3,apartment,municipal,27.45,184.81,No,Rural,Medium,1,7.95,No
97636,HH097637,113.75,5.0,apartment,borewell,16.81,101.9,No,Rural,Medium,2.0,6.33,No
97638,HH097639,235.83,6.0,apartment,borewell,33.56,223.48,No,Urban,Low,2.0,7.39,No
97642,HH097643,144.08,4.0,house,rainwater harvesting,23.47,142.63,No,Urban,High,1.0,7.23,No
97653,HH097654,127.05,3,house,rainwater harvesting,18.96,126.04,No,Urban,Medium,4.0,6.82,No
97657,HH097658,219.41,1.0,house,municipal,31.57,222.36,No,Urban,Medium,1,6.29,No
97658,HH097659,321.87,4.0,apartment,rainwater harvesting,46.37,322.18,No,Rural,Low,2.0,7.3,No
97663,HH097664,147.76,3,apartment,municipal,21.8,147.7,No,Urban,Medium,2.0,5.28,No
97667,HH097668,162.22,3.0,house,municipal,23.42,167.94,No,Urban,Medium,1.0,6.11,Yes
97672,HH097673,211.88,5.0,apartment,municipal,31.53,207.64,No,Urban,Medium,1.0,5.67,No
97679,HH097680,146.72,4.0,house,municipal,22.85,143.72,No,Urban,High,1,7.37,No
97682,HH097683,225.27,3.0,house,municipal,34.39,225.73,No,Urban,Medium,1.0,3.0,No
97683,HH097684,135.43,4.0,apartment,municipal,19.48,137.29,No,Urban,Medium,2.0,3.63,No
97687,HH097688,127.79,7.0,apartment,rainwater harvesting,20.37,136.84,No,Urban,High,2.0,10.34,No
97689,HH097690,177.4,3,apartment,municipal,24.01,173.68,No,Urban,Medium,2.0,6.86,No
97691,HH097692,223.06,3,apartment,municipal,31.96,216.79,No,Rural,Medium,1.0,10.19,No
97696,HH097697,190.0,3,apartment,municipal,25.66,193.92,No,Urban,High,3.0,9.77,No
97699,HH097700,162.07,4.0,apartment,municipal,23.14,164.15,No,Urban,Medium,1,13.83,No
97702,HH097703,214.08,3.0,apartment,borewell,32.29,218.48,No,Suburban,High,1.0,7.51,No
97709,HH097710,249.56,3.0,apartment,municipal,36.82,243.75,No,Urban,High,2.0,10.44,No
97713,HH097714,153.09,4.0,house,municipal,23.24,161.12,No,Urban,Medium,1,8.74,No
97721,HH097722,267.16,3,apartment,municipal,36.37,275.39,No,Urban,Medium,2.0,15.36,No
97723,HH097724,234.2,5.0,apartment,municipal,37.12,241.51,No,Urban,Medium,1,8.55,No
97732,HH097733,122.18,3,apartment,municipal,18.65,125.25,No,Suburban,Medium,2.0,9.31,No
97733,HH097734,190.61,3.0,apartment,municipal,27.19,187.15,No,Urban,Medium,1.0,13.36,No
97740,HH097741,178.81,3.0,house,municipal,25.56,180.48,No,Urban,Medium,2.0,9.49,No
97742,HH097743,196.01,2.0,apartment,municipal,27.59,192.6,No,Suburban,Medium,1,8.98,No
97746,HH097747,134.66,7.0,apartment,municipal,20.88,133.5,No,Urban,Medium,2.0,7.72,No
97749,HH097750,167.16,5.0,apartment,municipal,27.14,167.21,No,Urban,Medium,2.0,7.59,No
97750,HH097751,229.02,3,house,municipal,37.73,227.45,No,Urban,Low,2.0,8.56,No
97752,HH097753,279.03,3.0,apartment,municipal,38.08,280.78,No,Suburban,Medium,2.0,7.38,No
97756,HH097757,112.78,4.0,apartment,municipal,16.39,107.09,No,Urban,Medium,1,3.25,No
97759,HH097760,297.69,3.0,apartment,municipal,48.29,297.14,Yes,Urban,High,1,6.3,No
97760,HH097761,189.31,2.0,apartment,well,29.92,189.63,No,Suburban,Medium,1.0,3.0,No
97763,HH097764,237.27,3.0,apartment,municipal,37.55,240.06,No,Rural,Low,1.0,8.73,No
97764,HH097765,221.1,5.0,apartment,municipal,30.66,219.57,No,Urban,High,4.0,3.55,No
97767,HH097768,239.31,2.0,house,municipal,33.52,236.76,No,Urban,Medium,1.0,4.99,No
97771,HH097772,186.62,8.0,house,municipal,27.82,198.08,No,Urban,Medium,1.0,5.98,No
97780,HH097781,229.86,6.0,house,municipal,34.78,237.58,No,Urban,Medium,1,10.05,No
97790,HH097791,221.11,2.0,house,municipal,33.07,218.2,No,Urban,High,1,9.19,No
97795,HH097796,246.26,3,apartment,borewell,38.79,253.52,No,Urban,Medium,2.0,7.41,No
97797,HH097798,267.55,5.0,house,well,40.71,277.77,No,Rural,Medium,1,9.32,No
97798,HH097799,163.26,3.0,apartment,municipal,24.26,164.97,No,Urban,Medium,1.0,3.0,No
97799,HH097800,141.68,3,house,rainwater harvesting,22.49,148.72,No,Suburban,Medium,2.0,8.37,No
97808,HH097809,213.3,4.0,apartment,municipal,35.14,219.55,No,Suburban,Medium,2.0,11.44,No
97822,HH097823,165.03,2.0,apartment,borewell,25.68,157.96,No,Suburban,Medium,1,13.62,No
97825,HH097826,118.99,3,apartment,borewell,16.32,118.81,No,Urban,Medium,1.0,8.75,No
97829,HH097830,184.18,4.0,apartment,borewell,25.45,177.45,No,Rural,Medium,3.0,7.94,Yes
97833,HH097834,192.54,4.0,apartment,municipal,26.97,198.4,No,Urban,Medium,2.0,10.01,Yes
97835,HH097836,127.18,6.0,apartment,municipal,17.96,127.72,No,Urban,Medium,1.0,11.02,No
97841,HH097842,242.58,4.0,house,rainwater harvesting,38.55,237.08,No,Urban,High,3.0,11.57,No
97846,HH097847,191.43,2.0,house,municipal,26.88,187.35,No,Urban,Medium,4.0,9.91,No
97857,HH097858,175.15,4.0,apartment,municipal,26.15,169.81,No,Urban,Medium,1,3.55,No
97858,HH097859,228.38,1.0,apartment,municipal,33.22,227.87,No,Rural,Medium,2.0,11.0,No
97862,HH097863,211.41,2.0,apartment,municipal,32.24,213.26,No,Urban,High,1.0,3.9,No
97868,HH097869,173.07,3,apartment,municipal,24.96,169.79,No,Urban,Medium,2.0,8.13,No
97874,HH097875,192.91,3.0,apartment,municipal,26.96,184.92,No,Urban,Medium,1.0,10.2,No
97886,HH097887,248.89,3,apartment,municipal,39.99,246.8,No,Urban,Medium,2.0,8.35,No
97897,HH097898,129.66,2.0,house,municipal,18.96,129.08,No,Rural,High,2.0,3.0,No
97906,HH097907,190.83,3,apartment,municipal,27.13,192.75,No,Rural,Medium,3.0,8.05,No
97915,HH097916,223.19,4.0,apartment,municipal,31.92,224.64,No,Urban,Medium,2.0,7.91,No
97922,HH097923,219.13,5.0,apartment,municipal,29.74,211.31,Yes,Suburban,Medium,1.0,3.0,No
97927,HH097928,201.52,3,house,municipal,31.82,196.24,No,Suburban,Medium,2.0,7.84,No
97939,HH097940,187.82,3,apartment,municipal,30.92,195.15,No,Urban,Medium,1,6.49,No
97942,HH097943,196.02,2.0,house,municipal,27.96,199.48,No,Rural,Medium,2.0,9.74,No
97943,HH097944,248.92,4.0,apartment,rainwater harvesting,38.14,255.13,No,Urban,Low,1.0,3.0,No
97944,HH097945,138.82,3,apartment,municipal,19.83,137.74,Yes,Suburban,Medium,1.0,6.02,No
97954,HH097955,133.08,2.0,house,municipal,20.5,131.01,Yes,Urban,High,1.0,11.85,No
97957,HH097958,146.23,3.0,apartment,municipal,22.58,140.82,Yes,Rural,Medium,2.0,9.9,No
97960,HH097961,222.03,2.0,apartment,municipal,31.0,215.23,No,Urban,Medium,1,8.24,No
97969,HH097970,231.84,7.0,house,borewell,37.64,230.48,No,Suburban,Medium,1,4.98,No
97974,HH097975,264.08,7.0,apartment,borewell,37.42,265.27,No,Suburban,Medium,2.0,12.35,No
97979,HH097980,229.76,4.0,house,well,33.32,240.81,No,Urban,High,1,11.36,No
97982,HH097983,281.65,3,house,municipal,41.47,279.66,No,Rural,Medium,1.0,8.87,No
97992,HH097993,206.83,6.0,apartment,municipal,32.42,202.94,No,Rural,Low,1,7.28,No
97993,HH097994,166.16,4.0,apartment,municipal,25.55,155.14,No,Urban,Medium,2.0,11.64,No
97996,HH097997,180.26,8.0,apartment,municipal,25.22,183.53,No,Suburban,Low,1.0,4.99,Yes
97997,HH097998,213.06,1.0,apartment,municipal,32.99,219.5,No,Urban,Medium,1.0,8.13,No
98008,HH098009,184.71,7.0,apartment,municipal,29.72,178.84,No,Urban,Medium,2.0,7.26,No
98014,HH098015,140.6,2.0,apartment,municipal,22.14,137.97,No,Urban,Medium,2.0,3.4,No
98026,HH098027,161.0,4.0,house,borewell,24.98,165.74,No,Urban,Medium,2.0,9.76,No
98028,HH098029,168.79,3.0,apartment,municipal,27.04,172.58,No,Suburban,Low,2.0,6.45,No
98040,HH098041,228.85,2.0,apartment,municipal,33.41,235.73,No,Urban,Medium,1,5.73,No
98046,HH098047,243.24,4.0,house,borewell,39.86,244.36,No,Urban,High,1,13.57,No
98048,HH098049,147.0,5.0,apartment,municipal,23.2,149.35,No,Urban,High,3.0,12.47,No
98071,HH098072,216.29,3,apartment,municipal,31.01,208.6,No,Suburban,Medium,2.0,7.14,Yes
98074,HH098075,174.0,6.0,house,municipal,27.76,175.93,No,Rural,Low,1.0,3.87,No
98076,HH098077,222.7,8.0,house,municipal,35.11,232.1,No,Urban,Medium,2.0,8.2,No
98087,HH098088,168.79,4.0,apartment,municipal,23.36,168.04,No,Urban,Medium,1,7.85,No
98095,HH098096,218.64,2.0,apartment,municipal,31.06,227.01,No,Urban,High,3.0,9.15,No
98117,HH098118,133.48,4.0,apartment,municipal,20.91,128.02,No,Suburban,Low,3.0,4.06,No
98124,HH098125,228.03,5.0,house,borewell,36.55,220.74,No,Urban,Medium,2.0,11.94,No
98134,HH098135,160.49,3,apartment,borewell,24.58,164.63,No,Urban,Low,1,11.29,No
98136,HH098137,252.43,2.0,apartment,municipal,35.78,251.06,No,Urban,High,1,11.56,No
98137,HH098138,218.08,2.0,house,municipal,35.21,215.63,No,Urban,Medium,1,7.98,No
98138,HH098139,143.28,3,house,municipal,23.3,148.2,No,Urban,Low,1.0,3.0,No
98145,HH098146,207.26,3,apartment,well,31.49,204.91,No,Urban,Medium,1.0,8.32,No
98147,HH098148,141.15,4.0,house,borewell,20.95,141.26,No,Urban,Medium,1,8.77,No
98151,HH098152,123.01,3.0,apartment,borewell,17.76,120.9,No,Rural,Medium,2.0,6.88,No
98154,HH098155,178.15,3,house,municipal,26.37,179.74,No,Urban,Medium,1,5.33,No
98156,HH098157,166.94,5.0,house,municipal,24.94,167.89,No,Urban,Medium,1.0,9.13,No
98161,HH098162,154.08,3.0,house,municipal,21.22,152.51,No,Urban,Medium,3.0,9.31,Yes
98189,HH098190,277.29,3.0,apartment,municipal,42.2,282.02,No,Suburban,Low,1.0,3.0,No
98192,HH098193,188.55,3,apartment,municipal,27.35,195.31,No,Rural,Medium,1.0,5.16,No
98194,HH098195,198.31,3,apartment,municipal,28.76,197.34,No,Rural,Medium,1,5.78,No
98195,HH098196,234.6,3,apartment,municipal,35.16,233.09,No,Urban,Medium,1,9.44,No
98203,HH098204,263.72,4.0,apartment,municipal,37.58,266.66,No,Rural,Low,1,4.91,No
98206,HH098207,187.25,5.0,apartment,borewell,27.74,184.59,No,Rural,Medium,1,6.96,No
98213,HH098214,175.96,3,house,municipal,25.92,182.49,No,Urban,High,1.0,7.02,Yes
98220,HH098221,181.24,3.0,apartment,municipal,29.27,172.07,No,Urban,High,2.0,9.2,No
98222,HH098223,145.35,4.0,apartment,municipal,23.62,140.9,No,Urban,High,1,3.1,No
98223,HH098224,243.37,1.0,apartment,municipal,39.35,237.98,No,Suburban,Medium,1,3.6,No
98231,HH098232,149.59,3,apartment,municipal,23.72,149.55,No,Suburban,High,1.0,13.57,No
98245,HH098246,196.81,3,house,municipal,27.32,199.25,No,Suburban,Medium,2.0,9.99,No
98247,HH098248,252.16,3,apartment,municipal,37.38,249.69,No,Suburban,Low,1,6.26,No
98248,HH098249,226.28,3.0,house,municipal,31.63,223.2,No,Urban,Medium,1.0,9.69,No
98255,HH098256,121.84,3.0,apartment,municipal,16.73,109.79,No,Urban,Medium,1,4.1,No
98256,HH098257,149.39,5.0,house,municipal,21.88,150.64,No,Suburban,Low,1,6.49,No
98262,HH098263,254.19,3,house,municipal,37.5,259.28,No,Rural,Medium,1.0,10.33,No
98277,HH098278,145.19,3,apartment,municipal,21.2,139.88,No,Suburban,Medium,1,4.25,No
98312,HH098313,267.77,1.0,apartment,municipal,42.85,267.39,No,Urban,High,2.0,9.36,No
98317,HH098318,244.97,5.0,apartment,municipal,34.43,242.43,No,Urban,High,2.0,4.75,No
98329,HH098330,230.61,5.0,apartment,municipal,37.53,221.05,No,Suburban,Low,1.0,7.8,Yes
98332,HH098333,223.11,3,apartment,municipal,33.48,221.41,No,Rural,High,2.0,4.9,No
98333,HH098334,142.94,3,apartment,municipal,19.46,153.21,No,Rural,High,4.0,5.43,No
98337,HH098338,242.15,5.0,apartment,rainwater harvesting,36.23,239.31,No,Urban,Low,1,9.84,No
98340,HH098341,257.17,6.0,house,municipal,36.88,260.73,No,Rural,Medium,2.0,7.55,No
98349,HH098350,175.2,4.0,apartment,municipal,27.02,174.26,No,Urban,High,3.0,5.73,No
98351,HH098352,292.11,3.0,apartment,municipal,41.41,291.83,No,Urban,High,3.0,6.28,No
98352,HH098353,258.56,7.0,apartment,borewell,39.68,263.99,No,Suburban,Medium,1,11.49,No
98358,HH098359,124.03,6.0,apartment,borewell,19.48,121.1,No,Urban,Medium,1,7.34,No
98363,HH098364,200.46,4.0,apartment,borewell,29.22,202.99,No,Urban,Medium,2.0,7.03,No
98371,HH098372,100.62,3,apartment,municipal,14.44,97.17,No,Suburban,Low,1.0,6.43,No
98384,HH098385,235.91,4.0,house,municipal,36.52,238.33,No,Rural,Medium,2.0,6.08,No
98407,HH098408,250.69,3,apartment,borewell,40.66,251.18,No,Urban,Low,3.0,9.71,No
98409,HH098410,210.76,3,apartment,municipal,33.51,209.41,No,Suburban,Medium,1.0,7.87,No
98419,HH098420,242.58,5.0,house,municipal,33.65,245.06,No,Urban,Low,1,5.28,No
98422,HH098423,183.69,3.0,house,municipal,27.23,179.59,No,Suburban,Low,1,10.15,No
98424,HH098425,150.3,2.0,apartment,rainwater harvesting,23.72,151.47,No,Urban,Low,2.0,12.69,No
98430,HH098431,151.06,3.0,house,well,22.74,143.72,No,Urban,Medium,3.0,10.92,Yes
98433,HH098434,179.93,3,apartment,municipal,29.41,183.52,No,Suburban,Low,4.0,6.45,No
98436,HH098437,215.0,4.0,house,municipal,29.28,215.17,No,Suburban,Medium,1.0,12.31,No
98437,HH098438,232.94,3.0,apartment,municipal,35.21,237.32,No,Urban,Medium,1,8.0,No
98444,HH098445,207.81,4.0,apartment,municipal,30.31,209.42,No,Urban,Medium,4.0,8.44,No
98448,HH098449,201.3,5.0,apartment,municipal,31.12,197.01,No,Urban,Low,1,9.89,No
98462,HH098463,189.77,2.0,house,municipal,28.7,197.22,No,Suburban,Medium,2.0,6.69,No
98466,HH098467,124.31,3,apartment,municipal,19.81,121.63,No,Urban,Low,1,5.64,No
98474,HH098475,198.31,4.0,apartment,borewell,30.73,197.61,No,Urban,High,1.0,3.1,No
98479,HH098480,184.86,6.0,apartment,municipal,29.81,182.81,No,Urban,Medium,1,3.64,No
98482,HH098483,160.42,3,apartment,municipal,25.5,167.6,No,Urban,Low,3.0,11.56,No
98486,HH098487,218.49,3,house,municipal,30.83,226.29,No,Urban,Medium,1,9.53,No
98487,HH098488,195.31,5.0,apartment,municipal,29.9,194.56,No,Urban,Medium,1,9.24,No
98500,HH098501,241.56,2.0,apartment,municipal,38.55,246.27,No,Urban,High,3.0,7.58,No
98501,HH098502,169.66,1.0,apartment,municipal,26.44,170.38,No,Suburban,Medium,1,11.76,No
98512,HH098513,210.6,4.0,apartment,municipal,31.99,213.7,No,Suburban,High,2.0,4.02,No
98518,HH098519,231.46,3,apartment,borewell,33.52,231.4,No,Rural,Medium,1,10.77,No
98530,HH098531,159.74,3.0,apartment,municipal,24.69,151.68,No,Urban,Medium,4.0,12.79,No
98534,HH098535,251.24,3,house,well,37.43,255.35,No,Urban,High,1,6.16,No
98538,HH098539,193.47,3,house,municipal,27.36,195.94,No,Suburban,Medium,1,9.98,No
98574,HH098575,185.97,3.0,apartment,borewell,26.59,184.87,No,Rural,Low,1.0,3.0,No
98581,HH098582,238.44,3,apartment,municipal,33.5,231.57,No,Suburban,Medium,1.0,9.08,Yes
98585,HH098586,179.68,1.0,apartment,municipal,25.83,177.47,No,Urban,Medium,4.0,9.26,No
98586,HH098587,236.06,4.0,apartment,municipal,35.89,235.42,No,Urban,Medium,1.0,6.15,No
98591,HH098592,244.07,2.0,apartment,borewell,37.92,239.37,No,Urban,High,1,10.37,No
98592,HH098593,176.06,3.0,apartment,municipal,29.05,180.34,No,Urban,Medium,2.0,13.75,No
98594,HH098595,183.27,3.0,apartment,municipal,27.35,192.63,No,Urban,High,2.0,8.57,No
98599,HH098600,224.8,3,house,municipal,33.99,232.02,No,Rural,Low,1.0,6.14,No
98618,HH098619,265.37,3,apartment,municipal,36.25,264.98,No,Urban,Medium,2.0,4.37,No
98619,HH098620,202.29,5.0,house,municipal,29.05,203.71,No,Rural,Medium,2.0,15.53,No
98640,HH098641,173.25,7.0,house,municipal,24.38,168.74,No,Rural,High,1,4.16,No
98645,HH098646,222.17,3.0,apartment,municipal,33.93,209.35,No,Urban,Medium,3.0,6.11,No
98648,HH098649,169.91,6.0,apartment,municipal,24.97,170.07,No,Urban,Low,2.0,9.33,No
98668,HH098669,173.65,2.0,apartment,municipal,23.74,176.17,No,Urban,Medium,1.0,11.46,No
98669,HH098670,243.33,3,apartment,municipal,40.06,248.22,No,Rural,Medium,2.0,9.19,No
98670,HH098671,148.25,4.0,apartment,municipal,21.01,146.8,No,Urban,Medium,4.0,6.26,No
98682,HH098683,284.81,9.0,apartment,municipal,45.3,292.07,No,Suburban,High,1,4.46,Yes
98693,HH098694,251.58,3,apartment,municipal,37.9,247.79,No,Suburban,Low,1,7.33,No
98694,HH098695,281.41,6.0,apartment,well,41.94,291.14,No,Suburban,Medium,2.0,9.49,No
98699,HH098700,276.75,6.0,apartment,municipal,45.54,271.26,No,Suburban,High,2.0,5.91,No
98715,HH098716,133.43,2.0,apartment,municipal,19.99,131.32,No,Urban,Medium,2.0,9.02,No
98727,HH098728,204.44,3.0,apartment,municipal,32.87,204.53,No,Rural,Medium,1,8.93,No
98740,HH098741,225.74,5.0,house,well,30.8,233.74,No,Rural,High,4.0,3.0,Yes
98741,HH098742,180.61,6.0,apartment,municipal,25.34,181.71,No,Urban,High,1.0,4.83,No
98745,HH098746,172.29,5.0,apartment,municipal,26.99,174.7,No,Urban,Medium,1.0,3.0,No
98751,HH098752,235.89,4.0,apartment,municipal,32.76,237.62,No,Suburban,Medium,1,3.0,No
98757,HH098758,177.01,1.0,apartment,borewell,26.53,179.5,No,Rural,Medium,2.0,7.99,No
98768,HH098769,175.48,5.0,apartment,municipal,25.36,176.57,No,Urban,Medium,2.0,12.36,No
98775,HH098776,195.46,5.0,apartment,municipal,27.39,195.79,No,Suburban,High,3.0,13.95,No
98791,HH098792,240.02,5.0,apartment,municipal,35.14,240.12,No,Suburban,Medium,2.0,6.88,No
98793,HH098794,253.43,4.0,apartment,municipal,38.73,252.07,No,Urban,Low,1,5.95,No
98795,HH098796,263.41,2.0,apartment,municipal,38.8,263.37,No,Urban,Medium,2.0,3.21,No
98810,HH098811,210.69,4.0,apartment,borewell,30.65,219.32,No,Urban,High,1,7.79,No
98811,HH098812,129.41,3,apartment,borewell,20.97,125.87,No,Suburban,Medium,3.0,9.76,No
98819,HH098820,191.04,3.0,house,rainwater harvesting,30.57,188.83,No,Suburban,Medium,2.0,5.98,Yes
98821,HH098822,191.16,2.0,apartment,municipal,30.71,200.4,No,Suburban,Medium,1.0,7.8,No
98845,HH098846,259.24,3.0,apartment,municipal,37.19,256.24,No,Urban,Low,3.0,3.0,No
98849,HH098850,250.49,3.0,apartment,municipal,36.51,251.91,No,Rural,Medium,4.0,8.64,No
98857,HH098858,214.8,4.0,house,municipal,30.98,216.64,No,Suburban,Medium,1.0,11.91,No
98859,HH098860,198.13,3,apartment,borewell,30.88,206.62,No,Suburban,Medium,2.0,6.49,No
98861,HH098862,252.66,2.0,house,municipal,41.33,256.44,No,Urban,Medium,2.0,7.05,Yes
98863,HH098864,179.79,8.0,apartment,municipal,29.47,181.82,No,Rural,Medium,2.0,3.0,No
98870,HH098871,231.27,4.0,apartment,well,37.62,239.09,No,Urban,Medium,1.0,3.56,No
98875,HH098876,198.72,2.0,house,municipal,28.89,200.08,No,Urban,Medium,2.0,11.48,No
98876,HH098877,216.96,3.0,apartment,municipal,31.76,211.26,No,Urban,Medium,2.0,4.74,No
98879,HH098880,122.83,3.0,house,municipal,16.74,122.77,No,Urban,Low,1.0,3.07,No
98882,HH098883,116.34,2.0,apartment,municipal,18.17,110.67,No,Urban,Low,3.0,3.95,No
98885,HH098886,142.57,8.0,house,municipal,22.82,148.5,No,Suburban,Medium,1.0,6.11,No
98893,HH098894,232.12,5.0,apartment,rainwater harvesting,34.01,232.32,No,Rural,Medium,1,5.0,No
98896,HH098897,188.21,5.0,apartment,rainwater harvesting,25.68,185.14,No,Urban,Medium,1,9.73,No
98899,HH098900,263.73,3.0,apartment,borewell,35.9,261.24,No,Urban,Medium,2.0,9.85,No
98900,HH098901,192.43,3,apartment,borewell,28.33,188.27,No,Suburban,Medium,2.0,8.78,No
98903,HH098904,203.98,4.0,apartment,municipal,31.51,209.01,No,Urban,Medium,1.0,7.0,No
98910,HH098911,91.49,2.0,apartment,municipal,14.32,90.68,No,Suburban,High,1.0,7.97,No
98921,HH098922,182.79,1.0,house,municipal,26.21,185.17,No,Urban,Medium,2.0,5.96,No
98923,HH098924,181.5,4.0,apartment,borewell,28.87,181.53,No,Urban,High,1.0,4.8,No
98927,HH098928,122.29,7.0,apartment,municipal,18.95,122.37,No,Urban,Medium,2.0,6.01,No
98930,HH098931,205.72,6.0,apartment,municipal,30.41,210.98,No,Urban,Medium,1.0,11.45,No
98940,HH098941,247.19,3,house,municipal,40.78,241.28,No,Urban,Medium,3.0,3.62,Yes
98943,HH098944,177.54,4.0,apartment,municipal,27.04,181.32,No,Urban,Medium,1,6.24,No
98947,HH098948,145.19,7.0,apartment,municipal,20.41,142.95,No,Urban,Medium,2.0,16.05,Yes
